"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"li-4284183667","linkedin","https://www.linkedin.com/jobs/view/4284183667","","Graduate Engineer","City of Houston","Houston, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/city-of-houston","","","","","","","","","","","",""
"li-4284513095","linkedin","https://www.linkedin.com/jobs/view/4284513095","","Manufacturing Engineer","New Flyer","Crookston, MN","","","","","","","",False,"","","","","","","https://ca.linkedin.com/company/newflyer","","","","","","","","","","","",""
"li-4284455896","linkedin","https://www.linkedin.com/jobs/view/4284455896","","Manufacturing Engineer","HEICO","Sarasota, FL","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/heico-aerospace","","","","","","","","","","","",""
"li-4282523330","linkedin","https://www.linkedin.com/jobs/view/4282523330","","Electrical Design Engineer","KnowHireMatch","Jefferson, WI","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/knowhirematch","","","","","","","","","","","",""
"li-4285316955","linkedin","https://www.linkedin.com/jobs/view/4285316955","","Entry Level Engineer (New Grads)","Lensa","Poway, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/lensa","","","","","","","","","","","",""
"li-4282282637","linkedin","https://www.linkedin.com/jobs/view/4282282637","","Manufacturing Engineer","Corning Incorporated","Wilmington, NC","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/corning-incorporated","","","","","","","","","","","",""
"li-4282288290","linkedin","https://www.linkedin.com/jobs/view/4282288290","","Manufacturing Engineer","Corning Incorporated","Wilmington, NC","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/corning-incorporated","","","","","","","","","","","",""
"li-4284479104","linkedin","https://www.linkedin.com/jobs/view/4284479104","","Electrical Design Engineer","Retail Options","Jefferson, WI","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/retail-options","","","","","","","","","","","",""
"li-4284161901","linkedin","https://www.linkedin.com/jobs/view/4284161901","","Product Engineer (G Project)","Foxconn Industrial Internet - FII","Houston, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/foxconn-industrial-internet-fii","","","","","","","","","","","",""
"li-4284504696","linkedin","https://www.linkedin.com/jobs/view/4284504696","","Mechanical/Process Engineer","Fuse Energy","","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/fuseenergyhq","","","","","","","","","","","",""
"li-4284163651","linkedin","https://www.linkedin.com/jobs/view/4284163651","","Industrial Engineer (NVD)","Foxconn Industrial Internet - FII","San Jose, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/foxconn-industrial-internet-fii","","","","","","","","","","","",""
"li-4285315244","linkedin","https://www.linkedin.com/jobs/view/4285315244","","Electrical Substation Design Engineer III","Nexus Engineering Group","Maumee, OH","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/nexus-engineering-group-official","","","","","","","","","","","",""
"li-4284457412","linkedin","https://www.linkedin.com/jobs/view/4284457412","","Electrical Design Engineer","HukariAscendent","Aiken, SC","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/hukari-technical-services-inc.","","","","","","","","","","","",""
"li-4285622142","linkedin","https://www.linkedin.com/jobs/view/4285622142","","Upstream Development Engineer","Eurofins Viracor BioPharma Services","Lexington, MA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/viracor-eurofins-biopharma-services","","","","","","","","","","","",""
"li-4284164646","linkedin","https://www.linkedin.com/jobs/view/4284164646","","Product Engineer (EPD II)","Foxconn Industrial Internet - FII","San Jose, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/foxconn-industrial-internet-fii","","","","","","","","","","","",""
"li-4282281895","linkedin","https://www.linkedin.com/jobs/view/4282281895","","Manufacturing Engineer","Corning Incorporated","Wilmington, NC","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/corning-incorporated","","","","","","","","","","","",""
"li-4284159931","linkedin","https://www.linkedin.com/jobs/view/4284159931","","Manufacturing Engineer","Pacer Group","Newark, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/pacergroup","","","","","","","","","","","",""
"li-4284178980","linkedin","https://www.linkedin.com/jobs/view/4284178980","","Hardware PCB Test Engineer (On‑Site • Lafayette, IN • Relocation required)","Ixana","","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/ixanahq","","","","","","","","","","","",""
"li-4284509556","linkedin","https://www.linkedin.com/jobs/view/4284509556","","Mechanical Systems Engineer","Laveer Engineering","Pittsburgh, PA","","","","","","","",False,"","","","","","","https://ca.linkedin.com/company/laveer-engineering","","","","","","","","","","","",""
"li-4284157940","linkedin","https://www.linkedin.com/jobs/view/4284157940","","Manufacturing Engineer","Pacer Group","Casa Grande, AZ","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/pacergroup","","","","","","","","","","","",""
"li-4284809290","linkedin","https://www.linkedin.com/jobs/view/4284809290","","Manufacturing Engineer","Randstad USA","Bradenton, FL","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/randstadusa","","","","","","","","","","","",""
"li-4285323004","linkedin","https://www.linkedin.com/jobs/view/4285323004","","(Remote)Design Engineer","Lensa","","","","","","","","",True,"","","","","","","https://www.linkedin.com/company/lensa","","","","","","","","","","","",""
"li-4282243636","linkedin","https://www.linkedin.com/jobs/view/4282243636","","Design Engineer","TechMatrix Inc","Newark, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/techmatrix-inc","","","","","","","","","","","",""
"li-4284440930","linkedin","https://www.linkedin.com/jobs/view/4284440930","","Manufacturing Engineer","Roush Yates Manufacturing Solutions","Mooresville, NC","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/roush-yates-manufacturing-solutions","","","","","","","","","","","",""
"li-4284430975","linkedin","https://www.linkedin.com/jobs/view/4284430975","","Mechanical Project Engineer","Polyglass USA, Inc. / Mapei Group","Fernley, NV","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/polyglass-usa-mapei","","","","","","","","","","","",""
"li-4284202549","linkedin","https://www.linkedin.com/jobs/view/4284202549","","Mechanical Design Engineer","Helion","Grapeland, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/helion-group-inc","","","","","","","","","","","",""
"li-4280268636","linkedin","https://www.linkedin.com/jobs/view/4280268636","","Mechanical Engineer II","WIKA Group","San Marcos, CA","","","","","","","",False,"","","","","","","https://de.linkedin.com/company/wikagroup","","","","","","","","","","","",""
"li-4284826571","linkedin","https://www.linkedin.com/jobs/view/4284826571","","Electrical Design Engineer / Hardware Production","TieTalent","","","","","","","","",False,"","","","","","","https://ch.linkedin.com/company/tietalent","","","","","","","","","","","",""
"li-4285316718","linkedin","https://www.linkedin.com/jobs/view/4285316718","","Junior R&D Stack Engineer (m/f/d)","Lensa","","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/lensa","","","","","","","","","","","",""
"li-4282251757","linkedin","https://www.linkedin.com/jobs/view/4282251757","","Electrical Test Engineer","Cybersecurity Jobs USA","Londonderry, NH","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/cybersecurity-jobs-usa","","","","","","","","","","","",""
"li-4284483210","linkedin","https://www.linkedin.com/jobs/view/4284483210","","Mechanical Engineer","Key Technology","Walla Walla, WA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/key-technology-incorporated","","","","","","","","","","","",""
"li-4284898998","linkedin","https://www.linkedin.com/jobs/view/4284898998","","Senior Equipment Design Engineer, Battery Engineering","Proterra","Burlingame, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/powered-by-proterra","","","","","","","","","","","",""
"li-4284179091","linkedin","https://www.linkedin.com/jobs/view/4284179091","","Engineer, Cybersecurity Engineering","Simplifile","Provo, UT","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/simplifile","","","","","","","","","","","",""
"li-4284436960","linkedin","https://www.linkedin.com/jobs/view/4284436960","","Sr. Mechanical Engineer","LaBella Associates","Brooklyn, NY","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/labella-associates-p-c-","","","","","","","","","","","",""
"li-4284164346","linkedin","https://www.linkedin.com/jobs/view/4284164346","","Mechanical Engineer","Coilcraft, Inc.","Cary, IL","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/coilcraft","","","","","","","","","","","",""
"li-4275262094","linkedin","https://www.linkedin.com/jobs/view/4275262094","","Manufacturing Engineer II, Powertrain Battery","Lucid Motors","Casa Grande, AZ","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/lucidmotors","","","","","","","","","","","",""
"li-4284438556","linkedin","https://www.linkedin.com/jobs/view/4284438556","","Hardware Electrical or Electronics engineer","Global Connect Technologies","Greensboro, NC","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/global-connect-technologies-p5","","","","","","","","","","","",""
"li-4284430804","linkedin","https://www.linkedin.com/jobs/view/4284430804","","Controls Engineer","Superior Essex","Brownwood, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/superior-essex","","","","","","","","","","","",""
"li-4282231147","linkedin","https://www.linkedin.com/jobs/view/4282231147","","Principal Mechanical Engineer","Energi People","Seattle, WA","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/energipeople","","","","","","","","","","","",""
"li-4284516109","linkedin","https://www.linkedin.com/jobs/view/4284516109","","Mechanical Engineer (HVAC / LabView)","Infosoft, Inc.","Buffalo Grove, IL","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/infosoft-inc.","","","","","","","","","","","",""
"li-4267456230","linkedin","https://www.linkedin.com/jobs/view/4267456230","","Research Engineer","Algo Capital Group","Chicago, IL","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/algocapitalgroup","","","","","","","","","","","",""
"li-4241408551","linkedin","https://www.linkedin.com/jobs/view/4241408551","","Senior Product Engineer","Johns Manville","Littleton, CO","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/johns-manville","","","","","","","","","","","",""
"li-4285397576","linkedin","https://www.linkedin.com/jobs/view/4285397576","","Project Engineer - BESS","Fruition Group","California, United States","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/fruition-it","","","","","","","","","","","",""
"li-4263139886","linkedin","https://www.linkedin.com/jobs/view/4263139886","","Founding Engineer (ML Infra / C++)","Greylock Partners","Redwood City, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/greylock-partners","","","","","","","","","","","",""
"li-4284163643","linkedin","https://www.linkedin.com/jobs/view/4284163643","","Quality Assurance Engineer","Foxconn Industrial Internet - FII","Houston, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/foxconn-industrial-internet-fii","","","","","","","","","","","",""
"li-4259564728","linkedin","https://www.linkedin.com/jobs/view/4259564728","","Electrical Automation & Controls Engineer","BlackRock Resources LLC","Pittsburgh, PA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/blackrock-resources","","","","","","","","","","","",""
"li-4284444799","linkedin","https://www.linkedin.com/jobs/view/4284444799","","Manufacturing Equipment Engineer","American Honda Motor Company, Inc.","Russells Point, OH","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/american-honda-motor-company-inc-","","","","","","","","","","","",""
"li-4282279709","linkedin","https://www.linkedin.com/jobs/view/4282279709","","Senior Manufacturing Engineer ( Medical Devices )","HCLTech","Irvine, CA","","","","","","","",False,"","","","","","","https://in.linkedin.com/company/hcltech","","","","","","","","","","","",""
"li-4284147447","linkedin","https://www.linkedin.com/jobs/view/4284147447","","Senior Mechanical Engineer","Generac","Waukesha, WI","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/generac-power-systems","","","","","","","","","","","",""
"li-4281217301","linkedin","https://www.linkedin.com/jobs/view/4281217301","","Manufacturing Engineer II","Panasonic Energy Corporation of North America","De Soto, KS","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/panasonicenergycorpna","","","","","","","","","","","",""
"li-4285398507","linkedin","https://www.linkedin.com/jobs/view/4285398507","","Project Engineer -BESS","Fruition Group","Texas, United States","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/fruition-it","","","","","","","","","","","",""
"li-4284165003","linkedin","https://www.linkedin.com/jobs/view/4284165003","","Mechanical Engineer","Indotronix Avani Group","Covington, GA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/indotronix-avani-group","","","","","","","","","","","",""
"li-4247442062","linkedin","https://www.linkedin.com/jobs/view/4247442062","","Product Engineer","Huhtamaki","Shanghai, VA","","","","","","","",False,"","","","","","","https://fi.linkedin.com/company/huhtamaki","","","","","","","","","","","",""
"li-4284882306","linkedin","https://www.linkedin.com/jobs/view/4284882306","","Project Engineer","E2 Optics","Ashburn, VA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/e2-optics","","","","","","","","","","","",""
"li-4284431614","linkedin","https://www.linkedin.com/jobs/view/4284431614","","Radio Frequency Engineer","The Judge Group","West Nyack, NY","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/the-judge-group","","","","","","","","","","","",""
"li-4284479684","linkedin","https://www.linkedin.com/jobs/view/4284479684","","HRSG-HEP Engineer","The Value Maximizer","Florida, United States","","","","","","","",False,"","","","","","","https://vn.linkedin.com/company/the-value-maximizer","","","","","","","","","","","",""
"li-4249292154","linkedin","https://www.linkedin.com/jobs/view/4249292154","","Engineer","kW Engineering","New York, NY","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/kw-engineering","","","","","","","","","","","",""
"li-4284143454","linkedin","https://www.linkedin.com/jobs/view/4284143454","","Medical Device Process Engineer","Dexian","Raritan, NJ","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/dexiansolutions","","","","","","","","","","","",""
"li-4285358010","linkedin","https://www.linkedin.com/jobs/view/4285358010","","Missle Manufacturing Engineer 4 - R10203320","Northrop Grumman","Los Angeles, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/northrop-grumman-corporation","","","","","","","","","","","",""
"li-4284163646","linkedin","https://www.linkedin.com/jobs/view/4284163646","","Quality Engineer","Foxconn Industrial Internet - FII","San Jose, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/foxconn-industrial-internet-fii","","","","","","","","","","","",""
"li-4284507760","linkedin","https://www.linkedin.com/jobs/view/4284507760","","Controls Engineer","Venteon","Cookeville, TN","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/venteon","","","","","","","","","","","",""
"li-4282279106","linkedin","https://www.linkedin.com/jobs/view/4282279106","","Manufacturing Engineer (Teradyne / Nextest, San Jose CA)","Teradyne","San Jose, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/teradyne","","","","","","","","","","","",""
"li-4259635319","linkedin","https://www.linkedin.com/jobs/view/4259635319","","Principal Engineer Power Electronics - Electrified Powertrain","TRG","Farmington, MI","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/technology-resource-group","","","","","","","","","","","",""
"li-4238013949","linkedin","https://www.linkedin.com/jobs/view/4238013949","","Manufacturing Equipment Engineer","FUJIFILM Dimatix, Inc.","Santa Clara, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/fujifilm-dimatix-inc-","","","","","","","","","","","",""
"li-4284164426","linkedin","https://www.linkedin.com/jobs/view/4284164426","","Reliability Engineer","Insight Global","Malta, NY","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/insight-global","","","","","","","","","","","",""
"li-4284164419","linkedin","https://www.linkedin.com/jobs/view/4284164419","","Design Engineer (cooling components)","Harvey Nash","Chillicothe, IL","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/harvey-nash","","","","","","","","","","","",""
"li-4284475887","linkedin","https://www.linkedin.com/jobs/view/4284475887","","Senior Packaging Engineer","INCOG BioPharma Services","Fishers, IN","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/incog-biopharma","","","","","","","","","","","",""
"li-4284198891","linkedin","https://www.linkedin.com/jobs/view/4284198891","","Video Engineer","Dexian","Nashville, TN","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/dexiansolutions","","","","","","","","","","","",""
"li-4282250202","linkedin","https://www.linkedin.com/jobs/view/4282250202","","Design Release Engineer - Exterior Plastics","Goken America","Southfield, MI","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/goken-america","","","","","","","","","","","",""
"li-4284162666","linkedin","https://www.linkedin.com/jobs/view/4284162666","","Quality Engineer","Foxconn Industrial Internet - FII","Houston, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/foxconn-industrial-internet-fii","","","","","","","","","","","",""
"li-4284174703","linkedin","https://www.linkedin.com/jobs/view/4284174703","","Project Field Engineer","Apetan Consulting LLC","Baytown, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/apetan-consulting-llc","","","","","","","","","","","",""
"li-4271620122","linkedin","https://www.linkedin.com/jobs/view/4271620122","","Senior Engineer, Continuous Improvement","Revlon","Oxford, NC","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/revlon","","","","","","","","","","","",""
"li-4284519024","linkedin","https://www.linkedin.com/jobs/view/4284519024","","Data Analytics Engineer","Interactive Resources - iR","Denver, CO","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/interactive-resources---ir","","","","","","","","","","","",""
"li-4285396215","linkedin","https://www.linkedin.com/jobs/view/4285396215","","Mechanical Designer","Peter Basso Associates","Troy, MI","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/peter-basso-associates","","","","","","","","","","","",""
"li-4284505164","linkedin","https://www.linkedin.com/jobs/view/4284505164","","Computer System Validation Engineer","cGxPServe","Bothell, WA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/cgxp-serve","","","","","","","","","","","",""
"li-4282598674","linkedin","https://www.linkedin.com/jobs/view/4282598674","","Test Engineering Manager","SANMINA-SCI TECHNOLOGY INDIA PRIVATE LIMITED","San Jose, CA","","","","","","","",False,"","","","","","","https://in.linkedin.com/company/sanmina-sci-technology-india-private-limited","","","","","","","","","","","",""
"li-4282233960","linkedin","https://www.linkedin.com/jobs/view/4282233960","","Senior Physical Design Engineer","DBSI Services","Milpitas, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/dbsi-services","","","","","","","","","","","",""
"li-4278316685","linkedin","https://www.linkedin.com/jobs/view/4278316685","","FPGA Engineer","Aegis Search","Washington, DC","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/aegis-search","","","","","","","","","","","",""
"li-4284504842","linkedin","https://www.linkedin.com/jobs/view/4284504842","","Data Engineer","Montegallo.","Denver, CO","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/montegallo","","","","","","","","","","","",""
"li-4282274611","linkedin","https://www.linkedin.com/jobs/view/4282274611","","Heating And Air Conditioning Engineer","Invenio Tech","Houston, TX","","","","","","","",False,"","","","","","","https://ky.linkedin.com/company/invenio-tech","","","","","","","","","","","",""
"li-4285604598","linkedin","https://www.linkedin.com/jobs/view/4285604598","","Senior Project Engineer - BESS","Fruition Group","Georgia, United States","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/fruition-it","","","","","","","","","","","",""
"li-4284440704","linkedin","https://www.linkedin.com/jobs/view/4284440704","","Manufacturing Engineer / validation Process Engineer","Sira Consulting, an Inc 5000 company","Gainesville, FL","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/siraconsulting","","","","","","","","","","","",""
"li-4285490304","linkedin","https://www.linkedin.com/jobs/view/4285490304","","PROFESSOR (VK7) - Department of Mechanical and Aerospace Engineering","International Islamic University Malaysia (IIUM)","Campus, IL","","","","","","","",False,"","","","","","","https://my.linkedin.com/school/international-islamic-univeristy-malaysia/","","","","","","","","","","","",""
"li-4284514351","linkedin","https://www.linkedin.com/jobs/view/4284514351","","Field Application Engineer","IDR, Inc.","Dallas, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/idrinc","","","","","","","","","","","",""
"li-4064648258","linkedin","https://www.linkedin.com/jobs/view/4064648258","","Controls Engineer -Allen Bradley, Fanuc","CyberCoders","Sparks Glencoe, MD","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/cybercoders","","","","","","","","","","","",""
"li-4282803119","linkedin","https://www.linkedin.com/jobs/view/4282803119","","Senior PCB Layout Engineer","SANMINA-SCI TECHNOLOGY INDIA PRIVATE LIMITED","Costa Mesa, CA","","","","","","","",False,"","","","","","","https://in.linkedin.com/company/sanmina-sci-technology-india-private-limited","","","","","","","","","","","",""
"li-4282272383","linkedin","https://www.linkedin.com/jobs/view/4282272383","","Engineer","MCR Hotels","Dublin, OH","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/mcr-hotels","","","","","","","","","","","",""
"li-4233647149","linkedin","https://www.linkedin.com/jobs/view/4233647149","","Tool and Die Engineer","Toyota Tsusho America","San Antonio, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/toyota-tsusho-america","","","","","","","","","","","",""
"li-4284154762","linkedin","https://www.linkedin.com/jobs/view/4284154762","","Senior Engineer","TEC Group International","Omaha, NE","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/tecgroupinternational","","","","","","","","","","","",""
"li-4119375535","linkedin","https://www.linkedin.com/jobs/view/4119375535","","EPC Project Engineer - Oil, Gas, & Chemical (OGC)","TIC - The Industrial Company","Houston, TX","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/tic-the-industrial-company","","","","","","","","","","","",""
"li-4273998910","linkedin","https://www.linkedin.com/jobs/view/4273998910","","Hardware Test Engineer","Cisco","San Jose, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/cisco","","","","","","","","","","","",""
"li-4282108515","linkedin","https://www.linkedin.com/jobs/view/4282108515","","Engineer (Entry-Level)","Actalent","Poway, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/actalentservices","","","","","","","","","","","",""
"li-4284415004","linkedin","https://www.linkedin.com/jobs/view/4284415004","","Mechanical Design Engineer","CyberCoders","Marietta, OH","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/cybercoders","","","","","","","","","","","",""
"li-4284162748","linkedin","https://www.linkedin.com/jobs/view/4284162748","","Reliability Engineer","Akkodis","Swiftwater, PA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/akkodis","","","","","","","","","","","",""
"li-4284183727","linkedin","https://www.linkedin.com/jobs/view/4284183727","","Packaging Engineer","Kelly Science, Engineering, Technology & Telecom","Round Lake, IL","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/kelly-science-engineering-technology","","","","","","","","","","","",""
"li-4217072102","linkedin","https://www.linkedin.com/jobs/view/4217072102","","Experienced Controls Field Engineer","FieldCore","","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/fieldcorefieldservices","","","","","","","","","","","",""
"li-4248336906","linkedin","https://www.linkedin.com/jobs/view/4248336906","","Staff Geartrain Design Engineer","Ford Motor Company","Palo Alto, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/ford-motor-company","","","","","","","","","","","",""
"li-4258777304","linkedin","https://www.linkedin.com/jobs/view/4258777304","","Product Engineer","Flex","Buffalo Grove, IL","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/flexintl","","","","","","","","","","","",""
"li-4284164905","linkedin","https://www.linkedin.com/jobs/view/4284164905","","Quality Engineer","Curt Koland, Inc.","","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/curt-koland-inc","","","","","","","","","","","",""
"li-4233181492","linkedin","https://www.linkedin.com/jobs/view/4233181492","","Manufacturing Engineer - RELOCATION OFFERED!","CyberCoders","Oakland, IA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/cybercoders","","","","","","","","","","","",""
"li-4282267504","linkedin","https://www.linkedin.com/jobs/view/4282267504","","Mechanical Project Engineer II","Vanderlande","Marietta, GA","","","","","","","",False,"","","","","","","https://nl.linkedin.com/company/vanderlande","","","","","","","","","","","",""
"li-4284478143","linkedin","https://www.linkedin.com/jobs/view/4284478143","","Data Quality Engineer","Kavaliro","Milwaukee, WI","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/kavaliro","","","","","","","","","","","",""
"li-4273988852","linkedin","https://www.linkedin.com/jobs/view/4273988852","","Automation Engineer Lead","Reckitt","Wilson, NC","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/reckitt","","","","","","","","","","","",""
"li-4284495785","linkedin","https://www.linkedin.com/jobs/view/4284495785","","IC Characterization/Test Engineer - Part Time","Omni Design Technologies, Inc.","Milpitas, CA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/omni-design-technologies","","","","","","","","","","","",""
"li-4284440687","linkedin","https://www.linkedin.com/jobs/view/4284440687","","Trading Operations Engineer","Selby Jennings","Chicago, IL","","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/selby-jennings","","","","","","","","","","","",""
"li-4284517221","linkedin","https://www.linkedin.com/jobs/view/4284517221","","Validation Engineer","Fusion Life Sciences Technologies LLC","Bellevue, WA","","","","","","","",False,"","","","","","","https://www.linkedin.com/company/fusion-life-sciences-technologies-llc","","","","","","","","","","","",""
